customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
C102455,Female,1,No,No,21,Yes,57.7,1212.17,Month-to-month,Bank transfer,Yes
C102456,Female,0,No,No,26,Yes,50.02,1344.28,Month-to-month,Mailed check,Yes
C102457,Female,0,Yes,No,15,Yes,30.7,482.83,One year,Electronic check,No
C102458,Female,0,Yes,No,25,Yes,37.62,953.4,Month-to-month,Electronic check,No
C102459,Male,0,Yes,No,23,Yes,59.66,1413.68,Month-to-month,Mailed check,Yes
C102460,Male,0,Yes,No,25,No,102.24,2483.84,Month-to-month,Credit card,No
C102461,Male,0,Yes,Yes,21,Yes,54.75,1145.32,One year,Mailed check,No
C102462,Female,1,No,No,31,Yes,77.82,2426.49,Month-to-month,Bank transfer,Yes
C102463,Male,0,Yes,No,24,Yes,103.74,2441.63,Month-to-month,Mailed check,Yes
C102464,Female,0,No,No,30,Yes,81.45,2441.16,Month-to-month,Credit card,Yes
C102465,Female,0,No,Yes,21,Yes,129.21,2718.11,Month-to-month,Bank transfer,Yes
C102466,Male,0,No,Yes,22,Yes,72.03,1576.22,Month-to-month,Bank transfer,No
C102467,Female,0,Yes,No,35,Yes,65.29,2240.77,One year,Bank transfer,No
C102468,Female,0,No,No,19,Yes,58.55,1074.76,One year,Bank transfer,No
C102469,Male,0,Yes,No,16,Yes,129.77,2060.29,Month-to-month,Credit card,No
C102470,Male,0,No,No,23,No,106.58,2470.57,Month-to-month,Bank transfer,Yes
C102471,Male,0,Yes,No,21,Yes,26.22,555.37,Month-to-month,Electronic check,No
C102472,Female,1,No,Yes,19,Yes,133.3,2542.66,One year,Mailed check,No
C102473,Male,0,Yes,No,23,Yes,84.94,1942.06,Month-to-month,Mailed check,No
C102474,Male,0,Yes,Yes,23,Yes,73.87,1656.99,Month-to-month,Bank transfer,Yes
C102475,Female,0,Yes,No,25,Yes,85.55,2123.41,Month-to-month,Electronic check,Yes
C102476,Male,0,Yes,No,18,Yes,41.24,700.68,Month-to-month,Bank transfer,Yes
C102477,Male,0,No,Yes,20,Yes,75.91,1366.8,One year,Bank transfer,No
C102478,Male,1,No,No,24,Yes,60.74,1457.08,One year,Bank transfer,Yes
C102479,Female,0,Yes,No,31,Yes,59.19,1821.88,Month-to-month,Credit card,No
C102480,Female,0,No,Yes,26,Yes,98.77,2629.85,Month-to-month,Credit card,No
C102481,Female,0,No,Yes,22,Yes,62.07,1399.99,Month-to-month,Mailed check,No
C102482,Female,0,No,No,20,Yes,72.99,1483.61,Month-to-month,Credit card,Yes
C102483,Male,0,Yes,No,15,Yes,79.83,1147.47,Month-to-month,Electronic check,No
C102484,Female,0,No,No,21,Yes,98.31,2115.49,One year,Electronic check,No
C102485,Female,0,Yes,No,24,No,108.04,2600.02,One year,Credit card,No
C102486,Male,0,No,No,26,Yes,70.44,1813.58,Month-to-month,Electronic check,No
C102487,Male,1,No,No,25,Yes,58.65,1427.11,Two year,Bank transfer,No
C102488,Male,0,No,No,23,Yes,127.11,2890.78,One year,Electronic check,No
C102489,Female,0,No,No,24,Yes,18.0,419.17,Month-to-month,Electronic check,Yes
C102490,Female,0,No,No,24,Yes,96.02,2253.14,Month-to-month,Electronic check,Yes
C102491,Female,0,Yes,No,20,Yes,65.68,1315.52,Two year,Electronic check,No
C102492,Male,0,No,Yes,27,Yes,87.12,2343.98,Month-to-month,Mailed check,No
C102493,Male,0,Yes,Yes,22,Yes,71.23,1601.39,Month-to-month,Mailed check,No
C102494,Female,1,Yes,Yes,25,No,108.44,2703.54,One year,Credit card,No
C102495,Male,0,No,No,29,Yes,82.57,2303.48,Month-to-month,Electronic check,No
C102496,Male,0,No,No,25,Yes,27.37,668.77,Month-to-month,Mailed check,No
C102497,Male,1,No,No,20,Yes,26.02,463.95,Month-to-month,Credit card,No
C102498,Female,0,No,No,19,Yes,63.55,1177.62,Two year,Bank transfer,No
C102499,Male,0,No,No,22,Yes,88.23,1893.87,Two year,Electronic check,No
C102500,Male,0,Yes,No,25,Yes,109.22,2835.01,One year,Credit card,No
C102501,Female,0,Yes,Yes,18,Yes,49.92,881.57,One year,Credit card,No
C102502,Female,0,No,No,24,Yes,18.0,467.88,Month-to-month,Bank transfer,No
C102503,Male,0,Yes,No,13,Yes,82.93,1062.77,One year,Bank transfer,No
C102504,Male,0,No,Yes,26,Yes,71.27,1841.68,Two year,Credit card,No
C102505,Female,1,No,No,18,Yes,74.3,1313.64,Two year,Electronic check,No
C102506,Female,0,No,No,22,Yes,36.96,778.32,Month-to-month,Electronic check,Yes
C102507,Male,0,No,Yes,23,Yes,105.78,2399.2,Two year,Mailed check,No
C102508,Male,0,Yes,No,28,No,45.51,1293.0,Month-to-month,Credit card,No
C102509,Male,1,No,No,27,Yes,79.24,2136.49,Month-to-month,Mailed check,No
C102510,Male,0,Yes,No,26,Yes,78.27,2101.48,Month-to-month,Credit card,No
C102511,Female,1,No,No,31,No,86.5,2670.49,Month-to-month,Credit card,Yes
C102512,Male,0,Yes,No,26,Yes,47.66,1225.35,Month-to-month,Credit card,No
C102513,Male,0,No,No,25,Yes,42.3,1059.53,Month-to-month,Electronic check,No
C102514,Female,0,No,Yes,35,No,95.59,3375.94,One year,Electronic check,No
C102515,Male,0,No,No,22,Yes,86.58,1910.56,One year,Credit card,No
C102516,Female,0,No,Yes,28,Yes,80.05,2308.69,Month-to-month,Bank transfer,Yes
C102517,Male,0,No,No,20,Yes,103.77,2204.3,Month-to-month,Bank transfer,Yes
C102518,Male,0,No,Yes,22,Yes,80.25,1806.46,Two year,Credit card,No
C102519,Female,0,No,No,24,Yes,58.9,1432.4,Month-to-month,Mailed check,No
C102520,Female,0,No,No,25,Yes,85.54,2038.46,Month-to-month,Electronic check,No
C102521,Male,0,No,No,20,No,83.51,1739.44,Month-to-month,Mailed check,Yes
C102522,Male,0,No,Yes,23,Yes,84.27,1999.57,Month-to-month,Mailed check,Yes
C102523,Male,0,No,No,19,Yes,43.51,903.42,Month-to-month,Bank transfer,No
C102524,Female,0,Yes,Yes,19,Yes,40.63,811.78,Month-to-month,Bank transfer,No
C102525,Male,0,No,No,28,Yes,96.4,2651.74,Month-to-month,Mailed check,No
C102526,Female,0,No,No,19,Yes,65.55,1197.19,Two year,Mailed check,No
C102527,Female,0,No,No,22,Yes,18.0,341.48,One year,Mailed check,No
C102528,Male,0,No,No,26,Yes,28.86,754.38,Month-to-month,Bank transfer,No
C102529,Female,0,No,No,26,Yes,30.44,756.39,Month-to-month,Mailed check,No
C102530,Male,0,No,Yes,22,Yes,102.02,2287.39,Two year,Bank transfer,Yes
C102531,Male,0,Yes,No,22,No,68.55,1479.51,Month-to-month,Electronic check,No
C102532,Male,0,No,No,18,Yes,71.06,1262.79,Two year,Electronic check,No
C102533,Male,0,No,No,19,Yes,59.4,1141.82,Month-to-month,Mailed check,No
C102534,Male,0,No,No,21,No,38.24,779.13,Two year,Mailed check,No
C102535,Female,0,No,Yes,33,Yes,92.79,3016.66,Month-to-month,Bank transfer,No
C102536,Female,0,Yes,No,30,Yes,89.57,2596.45,One year,Electronic check,No
C102537,Male,0,No,No,30,Yes,48.86,1512.34,Month-to-month,Credit card,Yes
C102538,Male,0,No,No,35,No,112.06,3876.04,Month-to-month,Electronic check,Yes
C102539,Female,0,Yes,No,33,Yes,92.35,3028.39,Month-to-month,Mailed check,No
C102540,Female,0,No,No,23,Yes,44.38,1002.19,Month-to-month,Bank transfer,No
C102541,Female,0,No,No,27,Yes,61.38,1554.21,One year,Bank transfer,No
C102542,Female,0,No,No,21,Yes,58.96,1252.5,Month-to-month,Mailed check,Yes
C102543,Male,1,No,No,27,Yes,79.37,2213.24,Month-to-month,Bank transfer,Yes
C102544,Male,0,No,Yes,11,Yes,27.14,346.52,Month-to-month,Credit card,Yes
C102545,Female,0,No,No,25,Yes,48.85,1202.44,One year,Bank transfer,No
C102546,Male,0,No,No,34,No,93.83,3242.95,Two year,Credit card,No
C102547,Female,0,No,No,21,Yes,22.39,383.5,Month-to-month,Mailed check,Yes
C102548,Male,0,No,No,30,Yes,64.07,1963.71,Month-to-month,Mailed check,Yes
C102549,Female,0,No,No,26,Yes,33.21,826.91,Month-to-month,Credit card,Yes
C102550,Male,1,No,No,17,Yes,97.4,1704.2,Two year,Mailed check,No
C102551,Female,0,Yes,Yes,22,Yes,80.3,1768.38,One year,Electronic check,No
C102552,Female,0,Yes,No,27,Yes,25.97,640.98,Month-to-month,Credit card,No
C102553,Male,0,No,Yes,24,Yes,38.73,941.88,Month-to-month,Credit card,No
C102554,Female,0,No,No,27,Yes,70.42,1901.39,Month-to-month,Mailed check,No
C102555,Male,0,Yes,Yes,25,No,18.0,461.92,One year,Credit card,No
C102556,Male,0,Yes,No,25,Yes,37.0,884.9,Month-to-month,Electronic check,Yes
C102557,Female,0,Yes,No,29,Yes,45.28,1254.56,Month-to-month,Electronic check,No
C102558,Male,0,No,No,23,Yes,108.55,2527.33,Two year,Credit card,No
C102559,Male,0,No,No,30,Yes,52.7,1577.64,One year,Mailed check,No
C102560,Male,0,No,Yes,30,Yes,89.78,2722.03,Month-to-month,Bank transfer,No
C102561,Male,0,No,Yes,36,Yes,55.81,2036.89,Two year,Bank transfer,No
C102562,Male,0,No,No,22,Yes,92.34,2066.88,Month-to-month,Electronic check,No
C102563,Female,0,Yes,No,20,Yes,23.43,549.53,Month-to-month,Bank transfer,No
C102564,Male,0,No,No,31,Yes,48.3,1507.26,One year,Credit card,No
C102565,Male,1,No,Yes,29,Yes,66.72,1885.02,Month-to-month,Electronic check,No
C102566,Male,1,No,No,19,Yes,75.34,1392.78,One year,Mailed check,No
C102567,Male,0,No,No,22,Yes,79.71,1739.11,Month-to-month,Electronic check,No
C102568,Male,0,No,No,20,Yes,75.78,1526.16,Month-to-month,Electronic check,No
C102569,Female,0,No,No,21,Yes,85.18,1857.73,Month-to-month,Bank transfer,No
C102570,Male,0,No,No,13,Yes,69.65,898.43,Month-to-month,Electronic check,Yes
C102571,Female,0,No,Yes,23,Yes,75.22,1814.03,Month-to-month,Credit card,No
C102572,Female,0,No,Yes,20,Yes,39.6,880.39,Month-to-month,Bank transfer,No
C102573,Female,0,Yes,No,21,Yes,21.46,472.19,Month-to-month,Electronic check,Yes
C102574,Female,0,No,No,23,Yes,36.46,870.08,One year,Mailed check,No
C102575,Male,0,No,Yes,21,Yes,19.39,384.22,Month-to-month,Mailed check,No
C102576,Female,0,Yes,No,21,Yes,76.73,1695.36,Two year,Bank transfer,No
C102577,Female,0,Yes,No,18,No,98.17,1735.2,Month-to-month,Bank transfer,No
C102578,Male,1,Yes,No,23,Yes,41.56,1015.98,Month-to-month,Electronic check,No
C102579,Male,0,No,Yes,24,Yes,100.26,2354.62,Month-to-month,Bank transfer,No
C102580,Male,0,No,No,28,Yes,83.55,2371.41,Month-to-month,Credit card,No
C102581,Female,0,Yes,No,15,Yes,53.39,856.57,Two year,Bank transfer,No
C102582,Male,0,Yes,Yes,15,Yes,59.52,938.22,Month-to-month,Electronic check,No
C102583,Male,0,No,No,28,Yes,103.46,2873.53,Month-to-month,Credit card,Yes
C102584,Female,0,Yes,No,17,Yes,18.0,292.52,Month-to-month,Electronic check,No
C102585,Male,0,Yes,No,30,Yes,103.34,3177.11,Month-to-month,Mailed check,No
C102586,Male,0,No,No,19,Yes,96.88,1815.43,One year,Credit card,No
C102587,Male,0,No,No,22,Yes,52.32,1127.46,One year,Mailed check,No
C102588,Male,0,Yes,No,23,Yes,67.21,1621.05,Month-to-month,Credit card,No
C102589,Female,0,No,No,16,Yes,118.8,1897.67,Two year,Mailed check,No
C102590,Male,0,Yes,No,21,Yes,30.7,641.94,Month-to-month,Credit card,No
C102591,Male,0,No,Yes,22,Yes,64.54,1511.82,Month-to-month,Electronic check,Yes
C102592,Female,0,Yes,No,25,Yes,89.42,2203.24,Month-to-month,Credit card,Yes
C102593,Male,1,Yes,No,17,Yes,76.29,1260.36,Month-to-month,Bank transfer,No
C102594,Female,0,No,No,31,Yes,71.56,2227.32,One year,Mailed check,No
C102595,Male,1,No,No,19,No,124.5,2367.12,Month-to-month,Mailed check,No
C102596,Female,0,Yes,Yes,24,Yes,36.75,843.08,Two year,Credit card,No
C102597,Female,0,Yes,No,20,Yes,38.1,802.3,Two year,Credit card,No
C102598,Female,1,No,No,16,Yes,18.0,288.76,Month-to-month,Bank transfer,Yes
C102599,Female,0,No,No,29,Yes,37.64,1094.81,Month-to-month,Electronic check,No
C102600,Male,0,Yes,Yes,20,No,50.05,1000.8,Two year,Electronic check,No
C102601,Female,0,No,Yes,17,Yes,79.6,1300.9,One year,Credit card,No
C102602,Male,0,Yes,Yes,28,Yes,98.79,2725.26,Month-to-month,Mailed check,Yes
C102603,Female,1,No,No,25,Yes,41.08,947.9,Month-to-month,Credit card,No
C102604,Female,0,Yes,No,20,Yes,65.72,1371.35,One year,Electronic check,No
C102605,Female,0,Yes,Yes,22,Yes,111.88,2461.45,Month-to-month,Mailed check,Yes
C102606,Male,0,Yes,No,30,No,64.38,1981.14,Two year,Mailed check,No
C102607,Female,0,No,No,27,Yes,85.56,2287.61,One year,Bank transfer,No
C102608,Male,0,No,Yes,29,Yes,103.63,3062.68,Two year,Credit card,No
C102609,Male,0,No,No,23,Yes,42.1,887.46,Month-to-month,Mailed check,Yes
C102610,Male,0,Yes,No,22,Yes,36.0,840.6,Month-to-month,Bank transfer,No
C102611,Male,0,Yes,No,23,Yes,118.63,2724.59,Month-to-month,Electronic check,Yes
C102612,Male,1,No,No,25,Yes,87.38,2115.22,Month-to-month,Credit card,Yes
C102613,Male,0,Yes,No,30,Yes,30.19,764.57,Two year,Mailed check,No
C102614,Male,0,No,No,31,Yes,38.3,1212.39,Month-to-month,Bank transfer,No
C102615,Male,0,Yes,Yes,27,Yes,63.99,1777.21,One year,Electronic check,No
C102616,Male,0,No,Yes,19,Yes,111.81,2127.49,One year,Bank transfer,No
C102617,Female,0,No,No,24,Yes,99.45,2416.96,Month-to-month,Bank transfer,Yes
C102618,Female,1,No,Yes,16,Yes,102.01,1654.48,One year,Bank transfer,Yes
C102619,Female,0,Yes,Yes,18,Yes,56.91,1027.16,Month-to-month,Credit card,No
C102620,Female,1,Yes,No,25,Yes,69.77,1792.21,Month-to-month,Electronic check,No
C102621,Female,0,No,No,31,Yes,46.05,1353.68,Two year,Mailed check,No
C102622,Male,0,No,Yes,20,Yes,57.53,1155.52,Month-to-month,Electronic check,Yes
C102623,Male,0,No,Yes,30,Yes,36.32,1123.74,Month-to-month,Mailed check,Yes
C102624,Male,0,No,No,26,Yes,43.84,1117.54,Month-to-month,Credit card,No
C102625,Male,0,No,No,20,Yes,48.22,977.19,One year,Credit card,No
C102626,Male,1,No,No,23,No,65.65,1451.1,Two year,Credit card,No
C102627,Male,0,No,No,26,Yes,82.62,2151.9,Two year,Credit card,No
C102628,Male,1,No,Yes,21,Yes,119.99,2483.74,Month-to-month,Credit card,No
C102629,Female,0,No,Yes,24,Yes,59.03,1390.86,Two year,Mailed check,No
C102630,Female,0,No,Yes,26,Yes,87.64,2307.23,Month-to-month,Credit card,Yes
C102631,Female,0,No,Yes,24,Yes,64.62,1462.8,Month-to-month,Bank transfer,Yes
C102632,Female,0,No,No,25,No,98.89,2417.71,Month-to-month,Credit card,Yes
C102633,Male,1,No,No,32,Yes,32.34,1071.12,Month-to-month,Electronic check,No
C102634,Male,0,No,No,21,Yes,53.93,1124.69,Two year,Mailed check,No
C102635,Male,0,No,No,19,Yes,89.89,1671.18,Two year,Mailed check,No
C102636,Female,0,Yes,Yes,27,Yes,87.45,2383.67,Month-to-month,Bank transfer,No
C102637,Male,0,Yes,Yes,19,Yes,88.0,1616.63,Month-to-month,Electronic check,Yes
C102638,Male,0,No,No,21,Yes,112.28,2300.9,Two year,Bank transfer,No
C102639,Male,0,No,No,21,Yes,18.0,367.6,Two year,Mailed check,No
C102640,Female,0,Yes,No,29,Yes,32.37,931.81,Month-to-month,Mailed check,No
C102641,Male,0,No,No,21,Yes,86.84,1786.5,Month-to-month,Credit card,No
C102642,Female,0,Yes,No,28,Yes,94.4,2630.01,Two year,Electronic check,No
C102643,Female,0,Yes,Yes,25,Yes,89.65,2307.91,Month-to-month,Mailed check,No
C102644,Female,0,No,Yes,31,No,151.26,4687.25,Two year,Electronic check,No
C102645,Female,0,No,Yes,22,No,42.52,877.93,Month-to-month,Bank transfer,No
C102646,Male,0,Yes,No,26,Yes,81.08,2109.3,Two year,Credit card,No
C102647,Female,0,No,Yes,18,Yes,67.87,1115.69,Month-to-month,Bank transfer,Yes
C102648,Female,0,Yes,No,26,Yes,88.64,2385.24,Two year,Credit card,No
C102649,Male,0,No,No,24,Yes,81.27,1891.15,Month-to-month,Mailed check,No
C102650,Male,0,Yes,No,21,Yes,54.47,1154.19,Two year,Bank transfer,No
C102651,Female,0,Yes,Yes,32,Yes,81.63,2620.27,Month-to-month,Electronic check,No
C102652,Male,0,No,No,26,Yes,72.5,1845.96,Month-to-month,Mailed check,Yes
C102653,Female,0,No,No,32,Yes,73.85,2428.17,Two year,Bank transfer,No
C102654,Female,0,Yes,Yes,26,Yes,104.01,2807.14,One year,Electronic check,No
C102655,Female,0,No,Yes,18,Yes,144.42,2562.16,Two year,Mailed check,No
C102656,Female,0,Yes,No,21,Yes,18.0,413.56,Month-to-month,Mailed check,No
C102657,Male,0,No,Yes,26,Yes,108.67,2776.04,Month-to-month,Credit card,Yes
C102658,Female,0,Yes,No,21,Yes,89.27,1940.74,Month-to-month,Mailed check,No
C102659,Male,0,No,No,33,Yes,47.75,1638.99,Two year,Mailed check,No
C102660,Male,0,No,Yes,21,Yes,59.12,1291.99,Month-to-month,Credit card,Yes
C102661,Male,0,No,No,26,Yes,96.46,2425.14,One year,Bank transfer,No
C102662,Male,0,No,No,24,Yes,71.52,1689.35,One year,Credit card,No
C102663,Female,0,No,Yes,23,Yes,68.53,1549.76,Month-to-month,Bank transfer,No
C102664,Male,0,No,Yes,30,Yes,49.4,1452.21,Two year,Mailed check,No
C102665,Female,0,Yes,No,27,No,47.23,1341.64,One year,Electronic check,No
C102666,Male,0,No,Yes,32,Yes,41.03,1222.4,One year,Credit card,No
C102667,Male,0,No,Yes,24,Yes,54.7,1332.29,Two year,Credit card,No
C102668,Female,1,No,Yes,29,No,66.14,1955.27,Month-to-month,Electronic check,No
C102669,Female,0,No,Yes,25,No,80.63,1980.63,Month-to-month,Mailed check,No
C102670,Female,0,Yes,No,20,Yes,45.31,931.44,One year,Credit card,No
C102671,Male,0,No,No,25,Yes,92.67,2338.83,Two year,Bank transfer,No
C102672,Male,1,No,No,22,Yes,42.76,927.13,One year,Credit card,No
C102673,Female,0,Yes,No,25,Yes,93.07,2381.09,Two year,Credit card,No
C102674,Female,0,No,No,21,Yes,44.02,897.26,Two year,Credit card,No
C102675,Female,0,No,Yes,22,Yes,130.51,2925.68,Two year,Credit card,No
C102676,Female,0,No,Yes,20,Yes,89.45,1795.59,Month-to-month,Mailed check,No
C102677,Male,1,Yes,No,24,Yes,95.23,2269.94,Month-to-month,Electronic check,No
C102678,Female,0,No,No,26,Yes,64.84,1674.65,Month-to-month,Credit card,Yes
C102679,Female,0,Yes,No,19,Yes,88.21,1606.56,Month-to-month,Bank transfer,Yes
C102680,Female,1,No,Yes,24,No,32.44,760.46,One year,Electronic check,No
C102681,Female,0,No,Yes,27,Yes,40.72,1043.33,Month-to-month,Bank transfer,Yes
C102682,Male,0,No,No,21,Yes,60.78,1289.62,One year,Bank transfer,No
C102683,Female,0,Yes,No,26,No,115.54,3049.07,One year,Bank transfer,No
C102684,Male,0,No,No,25,Yes,100.2,2527.85,Month-to-month,Credit card,Yes
C102685,Female,0,No,Yes,12,Yes,18.0,180.35,Month-to-month,Credit card,No
C102686,Female,0,Yes,No,26,Yes,40.42,1037.65,Month-to-month,Bank transfer,No
C102687,Male,0,No,Yes,24,Yes,67.4,1631.43,One year,Bank transfer,No
C102688,Female,0,No,Yes,21,Yes,107.69,2277.96,Month-to-month,Bank transfer,Yes
C102689,Male,0,No,No,25,Yes,77.33,2015.11,Two year,Mailed check,No
C102690,Male,0,Yes,No,31,Yes,18.0,589.17,Month-to-month,Electronic check,No
C102691,Female,1,Yes,No,22,Yes,34.82,773.44,Month-to-month,Credit card,No
C102692,Male,0,No,No,26,Yes,91.6,2386.81,Month-to-month,Mailed check,No
C102693,Male,0,Yes,No,22,Yes,76.12,1657.24,Month-to-month,Mailed check,No
C102694,Male,1,Yes,No,22,Yes,74.05,1629.11,Month-to-month,Mailed check,No
C102695,Male,0,No,Yes,24,Yes,103.36,2516.49,Month-to-month,Credit card,Yes
C102696,Male,0,Yes,No,28,No,59.61,1633.74,One year,Mailed check,No
C102697,Male,0,No,No,20,Yes,90.96,1839.72,Month-to-month,Credit card,No
C102698,Male,0,No,Yes,18,Yes,119.26,2141.24,Month-to-month,Electronic check,Yes
C102699,Male,0,No,No,21,Yes,76.73,1697.22,Month-to-month,Mailed check,No
C102700,Female,1,No,No,19,Yes,43.17,834.99,Month-to-month,Credit card,No
C102701,Female,0,Yes,No,19,No,57.2,1103.19,Month-to-month,Bank transfer,No
C102702,Male,0,Yes,No,31,Yes,42.9,1287.09,Month-to-month,Electronic check,No
C102703,Female,0,No,Yes,18,Yes,18.0,397.22,Two year,Bank transfer,No
C102704,Male,0,No,No,19,Yes,46.28,904.67,Month-to-month,Mailed check,No
C102705,Male,0,No,No,21,Yes,89.07,1938.68,One year,Mailed check,No
C102706,Female,0,No,Yes,19,Yes,70.28,1326.12,Month-to-month,Credit card,Yes
C102707,Male,0,Yes,No,27,Yes,110.77,2990.71,Month-to-month,Bank transfer,Yes
C102708,Male,0,No,No,29,Yes,74.32,2086.75,Two year,Credit card,No
C102709,Male,0,Yes,Yes,19,No,96.51,1925.93,Month-to-month,Mailed check,No
C102710,Male,0,Yes,No,25,Yes,18.0,468.47,Month-to-month,Mailed check,Yes
C102711,Female,0,No,No,18,Yes,56.84,1115.91,Month-to-month,Credit card,No
C102712,Male,0,No,Yes,18,Yes,61.93,1097.28,Month-to-month,Mailed check,No
C102713,Male,0,No,No,19,Yes,45.24,883.15,One year,Mailed check,No
C102714,Male,0,Yes,No,20,Yes,115.77,2365.04,One year,Electronic check,No
C102715,Female,1,Yes,Yes,23,Yes,18.0,430.49,One year,Bank transfer,No
C102716,Male,0,Yes,No,28,Yes,66.58,1847.6,Month-to-month,Electronic check,No
C102717,Female,1,Yes,Yes,15,Yes,103.98,1535.97,One year,Mailed check,No
C102718,Female,0,Yes,Yes,23,Yes,92.9,2119.35,One year,Electronic check,No
C102719,Male,1,No,Yes,29,Yes,58.61,1833.21,One year,Credit card,No
C102720,Male,0,No,No,40,Yes,43.0,1688.93,Month-to-month,Bank transfer,No
C102721,Female,1,Yes,No,17,Yes,102.73,1647.09,One year,Mailed check,No
C102722,Male,0,Yes,No,24,Yes,54.37,1306.74,One year,Bank transfer,No
C102723,Female,0,No,Yes,28,Yes,45.08,1263.47,Month-to-month,Bank transfer,Yes
C102724,Female,1,No,No,34,No,100.0,3384.26,One year,Mailed check,No
C102725,Male,0,No,Yes,29,Yes,79.22,2266.34,Two year,Credit card,No
C102726,Male,0,Yes,Yes,20,Yes,59.44,1175.11,Month-to-month,Electronic check,No
C102727,Female,0,Yes,Yes,36,Yes,79.76,2805.38,Month-to-month,Bank transfer,No
C102728,Female,1,No,Yes,23,Yes,83.35,2005.98,One year,Bank transfer,No
C102729,Female,0,No,No,10,Yes,68.39,696.15,Month-to-month,Credit card,No
C102730,Female,0,No,Yes,25,Yes,74.61,1871.14,Month-to-month,Mailed check,Yes
C102731,Male,0,No,Yes,23,Yes,18.0,466.56,One year,Credit card,No
C102732,Male,0,Yes,No,18,Yes,66.83,1338.44,Month-to-month,Credit card,No
C102733,Male,0,No,Yes,30,Yes,50.81,1504.21,Month-to-month,Credit card,No
C102734,Male,0,No,No,23,Yes,46.02,1073.79,Two year,Credit card,No
C102735,Male,0,No,No,23,Yes,49.46,1177.68,Month-to-month,Credit card,Yes
C102736,Female,1,No,No,34,Yes,55.1,1907.95,Month-to-month,Mailed check,Yes
C102737,Male,0,No,No,26,Yes,61.09,1633.58,Two year,Mailed check,No
C102738,Male,0,Yes,No,24,Yes,74.98,1845.4,Month-to-month,Credit card,No
C102739,Male,0,Yes,Yes,23,Yes,47.99,1083.21,Month-to-month,Credit card,No
C102740,Male,0,No,No,33,Yes,85.54,2882.58,Month-to-month,Electronic check,Yes
C102741,Male,0,Yes,No,29,Yes,92.08,2664.72,Month-to-month,Credit card,No
C102742,Female,0,No,No,24,Yes,91.77,2216.52,Month-to-month,Electronic check,No
C102743,Female,0,No,No,25,Yes,98.05,2481.99,One year,Electronic check,No
C102744,Female,0,Yes,Yes,23,No,52.95,1182.29,Month-to-month,Bank transfer,Yes
C102745,Male,0,Yes,Yes,30,Yes,61.88,1878.09,Month-to-month,Credit card,No
C102746,Female,0,No,Yes,19,Yes,77.4,1501.62,Month-to-month,Mailed check,No
C102747,Female,0,Yes,No,33,Yes,57.25,1794.59,One year,Mailed check,No
C102748,Male,0,Yes,No,26,Yes,35.25,986.58,Month-to-month,Bank transfer,No
C102749,Male,0,Yes,No,14,Yes,54.93,728.07,Month-to-month,Credit card,No
C102750,Male,0,No,Yes,21,Yes,119.04,2513.49,Month-to-month,Mailed check,No
C102751,Female,0,Yes,Yes,24,Yes,47.71,1221.49,Month-to-month,Credit card,No
C102752,Female,0,No,No,20,Yes,46.19,956.49,Month-to-month,Credit card,No
C102753,Male,0,No,No,31,Yes,53.59,1713.31,Month-to-month,Electronic check,Yes
C102754,Male,0,Yes,Yes,26,Yes,86.71,2309.97,Two year,Mailed check,No
C102755,Female,0,Yes,Yes,29,Yes,80.44,2308.15,Month-to-month,Mailed check,Yes
C102756,Female,0,No,No,22,Yes,91.19,1954.33,Month-to-month,Credit card,No
C102757,Male,1,No,Yes,36,No,145.98,5276.04,Month-to-month,Mailed check,No
C102758,Male,1,Yes,No,20,Yes,94.63,1928.24,Month-to-month,Credit card,No
C102759,Female,0,Yes,No,23,Yes,96.99,2285.95,Month-to-month,Credit card,No
C102760,Male,0,No,No,23,Yes,155.79,3622.21,Month-to-month,Credit card,Yes
C102761,Female,0,No,No,25,Yes,84.69,2092.67,Month-to-month,Electronic check,No
C102762,Female,0,Yes,No,31,No,58.24,1849.43,Month-to-month,Credit card,No
C102763,Female,0,No,Yes,28,Yes,60.91,1600.4,Month-to-month,Credit card,No
C102764,Female,0,Yes,No,30,Yes,101.7,3114.61,One year,Credit card,No
C102765,Male,0,Yes,No,19,Yes,32.45,572.08,Month-to-month,Electronic check,No
C102766,Male,0,Yes,No,32,Yes,18.0,530.47,One year,Electronic check,No
C102767,Female,0,No,No,28,No,45.37,1394.77,Month-to-month,Credit card,No
C102768,Female,0,No,Yes,34,Yes,94.6,3219.25,Two year,Credit card,No
C102769,Female,0,No,Yes,25,Yes,87.78,2181.73,One year,Credit card,No
C102770,Female,0,No,No,31,Yes,65.2,1963.54,Two year,Credit card,No
C102771,Female,0,No,No,34,Yes,102.08,3492.85,Month-to-month,Mailed check,Yes
C102772,Male,0,Yes,No,22,Yes,88.25,1981.16,One year,Bank transfer,No
C102773,Male,0,Yes,No,13,Yes,80.32,1026.6,One year,Mailed check,No
C102774,Male,0,No,No,31,Yes,69.48,2046.49,One year,Electronic check,No
C102775,Male,0,No,No,28,Yes,96.89,2794.25,One year,Bank transfer,No
C102776,Female,0,No,Yes,26,Yes,92.66,2394.71,Month-to-month,Bank transfer,Yes
C102777,Female,0,Yes,No,21,Yes,61.81,1282.45,Month-to-month,Electronic check,No
C102778,Female,1,Yes,No,30,Yes,94.4,2830.23,Two year,Bank transfer,No
